Count,Sr.No.,Instrument,Company Name,Intial Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date
16659,16659,BLR,Ronak Processors Private Limited,CARE BB,02-02-18,,,,,,,,,,,,,,,,,,,,
16660,16660,BLR,Ronak Processors Private Limited,CARE BB,22-03-16,,,,,,,,,,,,,,,,,,,,
16661,16661,BLR,Ronak Processors Private Limited,CARE BB,22-03-16,,,,,,,,,,,,,,,,,,,,
16662,16662,BLR,Ronch Polymers Private Limited,CARE A-,09-01-17,,,,,,,,,,,,,,,,,,,,
16663,16663,BLR,Ronch Polymers Private Limited,CARE A-,09-01-17,,,,,,,,,,,,,,,,,,,,
16664,16664,BLR,Ronch Polymers Private Limited,CARE A2+,09-01-17,,,,,,,,,,,,,,,,,,,,
16665,16665,BLR,Ronch Polymers Private Limited,CARE A2+,09-01-17,,,,,,,,,,,,,,,,,,,,
16666,16666,BLR,Rongoge Mega Food Park Private Limited,CARE BB,27-03-18,,,,,,,,,,,,,,,,,,,,
16667,16667,BLR,Roop Caterers,CARE A4+ @,17-04-17,,,,,,,,,,,,,,,,,,,,
16668,16668,BLR,Roop Caterers,CARE BB+ @,17-04-17,,,,,,,,,,,,,,,,,,,,
16669,16669,BLR,Roop Polymers Limited,CARE BBB,18-02-13,CARE BBB+,08-01-18,,,,,,,,,,,,,,,,,,
16670,16670,BLR,Roop Polymers Limited,CARE BBB,18-02-13,CARE BBB+,08-01-18,,,,,,,,,,,,,,,,,,
16671,16671,BLR,Roop Polymers Limited,CARE A3+,16-12-13,CARE A2+,08-01-18,,,,,,,,,,,,,,,,,,
16672,16672,BLR,Roop Polymers Limited,CARE A3+,18-02-13,CARE A2+,08-01-18,,,,,,,,,,,,,,,,,,
16673,16673,BLR,Roop Polymers Limited,CARE A3+,18-02-13,CARE A2+,08-01-18,,,,,,,,,,,,,,,,,,
16674,16674,BLR,Roop Polymers Limited,CARE A3+,16-12-15,CARE A2+,08-01-18,,,,,,,,,,,,,,,,,,
16675,16675,BLR,Roopchand Hotels Private Limited,CARE B+,05-10-17,,,,,,,,,,,,,,,,,,,,
16676,16676,BLR,Roopchand Hotels Private Limited,CARE B+,05-10-17,,,,,,,,,,,,,,,,,,,,
16677,16677,BLR,Roots Industries India Limited,CARE A1,24-12-14,,,,,,,,,,,,,,,,,,,,
16678,16678,BLR,Roots Industries India Limited,CARE A1,24-12-14,,,,,,,,,,,,,,,,,,,,
16679,16679,BLR,Roots Industries India Limited,CARE A1,12-07-10,CARE A2+,18-12-12,CARE A1,24-12-14,,,,,,,,,,,,,,,,
16680,16680,BLR,Roots Industries India Limited,CARE A-,12-07-10,CARE A,24-12-14,,,,,,,,,,,,,,,,,,
16681,16681,BLR,Rosemery Solvent Private Limited,CARE B+,27-01-17,,,,,,,,,,,,,,,,,,,,
16682,16682,BLR,Rosemery Solvent Private Limited,CARE B+,05-03-18,,,,,,,,,,,,,,,,,,,,
16683,16683,BLR,Rosemery Solvent Private Limited,CARE B+,05-03-18,,,,,,,,,,,,,,,,,,,,
16684,16684,BLR,Roshni Creations Private Limited,CARE BB-,14-04-16,CARE BB,24-08-16,CARE BB+,01-12-17,,,,,,,,,,,,,,,,
16685,16685,BLR,Roshni Creations Private Limited,CARE BB-,14-04-16,CARE BB,24-08-16,CARE BB+,01-12-17,,,,,,,,,,,,,,,,
16686,16686,BLR,Roshni Jewellers Private Limited,CARE B,20-12-13,,,,,,,,,,,,,,,,,,,,
16687,16687,BLR,Roto Auto Engineering Solutions Private Limited,CARE B,22-05-14,,,,,,,,,,,,,,,,,,,,
16688,16688,BLR,Roto Auto Engineering Solutions Private Limited,CARE B,22-05-14,,,,,,,,,,,,,,,,,,,,
16689,16689,BLR,Rotomac Electricals Private Limited,CARE BB-,04-12-12,,,,,,,,,,,,,,,,,,,,
16690,16690,BLR,Rotomac Electricals Private Limited,CARE A4,04-12-12,,,,,,,,,,,,,,,,,,,,
16691,16691,BLR,Rotomac Electricals Private Limited,CARE A4,04-12-12,,,,,,,,,,,,,,,,,,,,
16692,16692,BLR,Rotomac Electricals Private Limited,CARE A4,04-12-12,,,,,,,,,,,,,,,,,,,,
16693,16693,BLR,Rotomac Electricals Private Limited,CARE A4,04-12-12,,,,,,,,,,,,,,,,,,,,
16694,16694,BLR,Rotomag Motors and Controls Private Limited,CARE BB / CARE A4,03-03-14,CARE BB+ / CARE A4+,09-04-15,CARE BBB / CARE A3+,24-03-17,,,,,,,,,,,,,,,,
16695,16695,BLR,Rotomag Motors and Controls Private Limited,CARE A4,03-03-14,CARE A4+,09-04-15,CARE A3+,24-03-17,,,,,,,,,,,,,,,,
16696,16696,BLR,Rotomag Motors and Controls Private Limited,CARE A4,03-03-14,CARE A4+,09-04-15,CARE A3+,24-03-17,,,,,,,,,,,,,,,,
16697,16697,BLR,Rotomag Motors and Controls Private Limited,CARE BB,03-03-14,CARE BB+,09-04-15,CARE BBB,24-03-17,,,,,,,,,,,,,,,,
16698,16698,BLR,Rotomag Motors and Controls Private Limited,CARE BB+,05-04-16,CARE BBB,24-03-17,,,,,,,,,,,,,,,,,,
16699,16699,BLR,Rotomotive Powerdrives India Limited,CARE BB- / CARE A4,19-08-13,CARE BBB (SO) / CARE A3+ (SO),24-03-17,,,,,,,,,,,,,,,,,,
16700,16700,BLR,Rotomotive Powerdrives India Limited,CARE BB- / CARE A4,19-08-13,CARE BBB (SO) / CARE A3+ (SO),24-03-17,,,,,,,,,,,,,,,,,,
16701,16701,BLR,Rotomotive Powerdrives India Limited,CARE BB-,19-08-13,CARE BBB (SO),24-03-17,,,,,,,,,,,,,,,,,,
16702,16702,BLR,Rotomotive Powerdrives India Limited,CARE BB-,10-11-14,CARE BBB (SO),24-03-17,,,,,,,,,,,,,,,,,,
16703,16703,BLR,Rotomotive Powerdrives India Limited,CARE BB-,10-11-14,CARE BBB (SO),24-03-17,,,,,,,,,,,,,,,,,,
16704,16704,BLR,Rotomotive Powerdrives India Limited,CARE A4,19-08-13,CARE A3+ (SO),24-03-17,,,,,,,,,,,,,,,,,,
16705,16705,BLR,Rotomotive Powerdrives India Limited,CARE A4,10-11-14,CARE A3+ (SO),24-03-17,,,,,,,,,,,,,,,,,,
16706,16706,MT Instruments,Royal Castor Products Limited,CARE A- (FD),30-01-17,CARE BBB+ (FD),26-03-18,,,,,,,,,,,,,,,,,,
16707,16707,BLR,Royal Castor Products Limited,CARE A- / CARE A2+,30-01-17,CARE BBB+ / CARE A2,26-03-18,,,,,,,,,,,,,,,,,,
16708,16708,BLR,Royal Castor Products Limited,CARE A2+,30-01-17,CARE A2,26-03-18,,,,,,,,,,,,,,,,,,
16709,16709,BLR,Royal Diam,CARE A3,10-03-15,CARE BBB- / CARE A3,03-01-18,,,,,,,,,,,,,,,,,,
16710,16710,BLR,Royal Impex,CARE A4+,31-07-13,CARE BB+,24-01-18,,,,,,,,,,,,,,,,,,
16711,16711,BLR,Royal Impex,CARE A4+,03-05-12,CARE BB+,24-01-18,,,,,,,,,,,,,,,,,,
16712,16712,BLR,Royal Infraconstru Limited,CARE BBB+,01-06-11,,,,,,,,,,,,,,,,,,,,
16713,16713,BLR,Royal Infraconstru Limited,CARE A3+,08-03-17,,,,,,,,,,,,,,,,,,,,
16714,16714,BLR,Royal Infraconstru Limited,CARE BBB+ / CARE A3+,01-06-11,,,,,,,,,,,,,,,,,,,,
16715,16715,BLR,Royal Infraconstru Limited,CARE BBB+ / CARE A3+,01-06-11,,,,,,,,,,,,,,,,,,,,
16716,16716,BLR,Royal Orchid Hotels Limited,CARE BBB-,19-05-17,,,,,,,,,,,,,,,,,,,,
16717,16717,BLR,Royal Pressing & Components Private Limited,CARE A4,11-10-17,,,,,,,,,,,,,,,,,,,,
16718,16718,BLR,Royal Pressing & Components Private Limited,CARE BB-,11-10-17,,,,,,,,,,,,,,,,,,,,
16719,16719,BLR,Royal Star Agrotech Private Limited,CARE BB,10-03-16,,,,,,,,,,,,,,,,,,,,
16720,16720,BLR,Royal Star Agrotech Private Limited,CARE BB,10-03-16,,,,,,,,,,,,,,,,,,,,
16721,16721,BLR,Royal Synthetics,CARE BB+,13-10-17,,,,,,,,,,,,,,,,,,,,
16722,16722,BLR,Royal Synthetics,CARE A4+,13-10-17,,,,,,,,,,,,,,,,,,,,
16723,16723,BLR,Royal Synthetics,CARE A4+,13-10-17,,,,,,,,,,,,,,,,,,,,
16724,16724,BLR,Royal Techno Projects (India) Private Limited,CARE BB / CARE A4,07-04-17,,,,,,,,,,,,,,,,,,,,
16725,16725,BLR,Royal Touch International LLP,CARE BB / CARE A4,06-09-17,,,,,,,,,,,,,,,,,,,,
16726,16726,BLR,Royal Touch International LLP,CARE A4,06-09-17,,,,,,,,,,,,,,,,,,,,
16727,16727,BLR,Royal Wood Private Limited,CARE A4,28-03-16,CARE D,22-03-17,,,,,,,,,,,,,,,,,,
16728,16728,BLR,Royal Wood Private Limited,CARE BB-,28-03-16,CARE D,22-03-17,,,,,,,,,,,,,,,,,,
16729,16729,BLR,Royalcare Super Speciality Hospital Limited,CARE BB-,19-03-18,,,,,,,,,,,,,,,,,,,,
16730,16730,BLR,Royalcare Super Speciality Hospital Limited,CARE BB-,19-03-18,,,,,,,,,,,,,,,,,,,,
16731,16731,BLR,Royalcare Super Speciality Hospital Limited,CARE A4,19-03-18,,,,,,,,,,,,,,,,,,,,
16732,16732,BLR,Royale Marine Impex Private Limited,CARE BB+,06-10-17,,,,,,,,,,,,,,,,,,,,
16733,16733,BLR,Royale Marine Impex Private Limited,CARE BB+ / CARE A4+,06-10-17,,,,,,,,,,,,,,,,,,,,
16734,16734,BLR,Royale Marine Impex Private Limited,CARE A4+,06-10-17,,,,,,,,,,,,,,,,,,,,
16735,16735,BLR,Royale Marine Impex Private Limited,CARE A4+,06-10-17,,,,,,,,,,,,,,,,,,,,
16736,16736,BLR,Royalica Tiles,CARE B+,11-01-18,,,,,,,,,,,,,,,,,,,,
16737,16737,BLR,Royalica Tiles,CARE B+,11-01-18,,,,,,,,,,,,,,,,,,,,
16738,16738,BLR,Royalline Resources Limited,CARE BBB / CARE A3,19-06-17,,,,,,,,,,,,,,,,,,,,
16739,16739,BLR,Royel Impex,CARE A4,13-03-18,,,,,,,,,,,,,,,,,,,,
16740,16740,BLR,Royel Impex,CARE B+,13-03-18,,,,,,,,,,,,,,,,,,,,
16741,16741,BLR,RPN Engineers Chennai Private Limited,CARE B,06-09-13,CARE D,04-02-15,,,,,,,,,,,,,,,,,,
16742,16742,BLR,RPN Engineers Chennai Private Limited,CARE B,06-09-13,CARE D,04-02-15,,,,,,,,,,,,,,,,,,
16743,16743,BLR,RPN Engineers Chennai Private Limited,CARE A4,06-09-13,CARE D,04-02-15,,,,,,,,,,,,,,,,,,
16744,16744,BLR,RPN Engineers Chennai Private Limited,CARE A4,06-09-13,CARE D,04-02-15,,,,,,,,,,,,,,,,,,
16745,16745,BLR,RPV Exports Private Limited,CARE A4,23-06-16,,,,,,,,,,,,,,,,,,,,
16746,16746,BLR,RPV Exports Private Limited,CARE A4,23-06-16,,,,,,,,,,,,,,,,,,,,
16747,16747,BLR,RR Fab Constructions,CARE BB-,27-12-12,CARE B+,23-01-14,CARE BB-,18-05-17,,,,,,,,,,,,,,,,
16748,16748,BLR,RR Fab Constructions,CARE A4,27-12-12,,,,,,,,,,,,,,,,,,,,
16749,16749,BLR,RR Polynet Private Limited,CARE B+,11-09-17,,,,,,,,,,,,,,,,,,,,
16750,16750,BLR,RR Polynet Private Limited,CARE B+ / CARE A4,11-09-17,,,,,,,,,,,,,,,,,,,,
16751,16751,BLR,RR Prestress Industries,CARE A4,14-03-18,,,,,,,,,,,,,,,,,,,,
16752,16752,BLR,RR Prestress Industries,CARE A4,14-03-18,,,,,,,,,,,,,,,,,,,,
16753,16753,BLR,RR Prestress Industries,CARE B+,14-03-18,,,,,,,,,,,,,,,,,,,,
16754,16754,BLR,RRB Energy Limited,CARE BB-,01-07-10,CARE D,25-01-12,CARE B,12-04-13,CARE D,12-04-16,CARE C,28-08-17,CARE D,31-03-18,,,,,,,,,,
16755,16755,BLR,RRB Energy Limited,CARE BB- / CARE A4,01-07-10,CARE D,25-01-12,CARE B / CARE A4,12-04-13,CARE D,12-04-16,CARE C / CARE A4,28-08-17,CARE D,31-03-18,,,,,,,,,,
16756,16756,BLR,RS Development And Constructions India Private Limited,CARE BB,14-10-13,,,,,,,,,,,,,,,,,,,,
16757,16757,BLR,RS Development And Constructions India Private Limited,CARE BB,14-10-13,,,,,,,,,,,,,,,,,,,,
16758,16758,BLR,RS Development And Constructions India Private Limited,CARE A4,14-10-13,,,,,,,,,,,,,,,,,,,,
16759,16759,BLR,RSB Castings Limited,CARE BBB- (SO) (In Principle),07-04-14,,,,,,,,,,,,,,,,,,,,
16760,16760,BLR,RSB Castings Limited,CARE BBB- (SO),07-04-14,,,,,,,,,,,,,,,,,,,,
16761,16761,BLR,RSB Transmission (India) Limited,CARE A3,05-01-16,,,,,,,,,,,,,,,,,,,,
16762,16762,BLR,RSB Transmission (India) Limited,CARE A3,29-11-10,,,,,,,,,,,,,,,,,,,,
16763,16763,BLR,RSB Transmission (India) Limited,CARE A3,29-11-10,,,,,,,,,,,,,,,,,,,,
16764,16764,BLR,RSB Transmission (India) Limited,CARE A3,12-02-18,,,,,,,,,,,,,,,,,,,,
16765,16765,BLR,RSB Transmission (India) Limited,CARE BBB,29-11-10,CARE BBB-,06-12-13,,,,,,,,,,,,,,,,,,
16766,16766,BLR,RSB Transmission (India) Limited,CARE BBB,29-11-10,CARE BBB-,06-12-13,,,,,,,,,,,,,,,,,,
16767,16767,BLR,RSB Transmission (India) Limited,CARE BBB-,20-01-17,,,,,,,,,,,,,,,,,,,,
16768,16768,BLR,RSD Overseas,CARE B+,07-11-16,CARE B,23-11-17,,,,,,,,,,,,,,,,,,
16769,16769,BLR,RSG Foods Private Limited,CARE A4,30-03-16,,,,,,,,,,,,,,,,,,,,
16770,16770,BLR,RSG Foods Private Limited,CARE B+,04-03-15,,,,,,,,,,,,,,,,,,,,
16771,16771,BLR,RSG Foods Private Limited,CARE B+,04-03-15,,,,,,,,,,,,,,,,,,,,
16772,16772,BLR,RSM Sapthagiri Finance Limited,CARE BBB-,05-05-11,CARE BBB,28-01-15,,,,,,,,,,,,,,,,,,
16773,16773,BLR,RSR Infra Works (India) Private Limited,CARE BB+,24-07-17,,,,,,,,,,,,,,,,,,,,
16774,16774,BLR,RSR Infra Works (India) Private Limited,CARE A4+,24-07-17,,,,,,,,,,,,,,,,,,,,
16775,16775,BLR,R-Tech Promoters Private Limited,CARE BB+,19-03-18,,,,,,,,,,,,,,,,,,,,
16776,16776,BLR,RTS Power Corporation Limited,CARE BB / CARE A4,28-03-18,,,,,,,,,,,,,,,,,,,,
16777,16777,BLR,RTS Power Corporation Limited,CARE BB / CARE A4,28-03-18,,,,,,,,,,,,,,,,,,,,
16778,16778,BLR,RTS Power Corporation Limited,CARE BB / CARE A4,28-03-18,,,,,,,,,,,,,,,,,,,,
16779,16779,BLR,RTS Power Corporation Limited,CARE A4,28-03-18,,,,,,,,,,,,,,,,,,,,
16780,16780,BLR,Rubamin Limited,CARE A2+,19-08-16,CARE A1,07-12-17,,,,,,,,,,,,,,,,,,
16781,16781,BLR,Rubamin Limited,CARE A2+,19-08-16,CARE A1,07-12-17,,,,,,,,,,,,,,,,,,
16782,16782,BLR,Rubamin Limited,CARE A2+,19-08-16,CARE A1,07-12-17,,,,,,,,,,,,,,,,,,
16783,16783,ST Instruments,Rubamin Limited,CARE A1,19-02-18,,,,,,,,,,,,,,,,,,,,
16784,16784,BLR,Rubamin Limited,CARE A-,19-08-16,CARE A,07-12-17,,,,,,,,,,,,,,,,,,
16785,16785,BLR,Rubamin Limited,CARE A-,19-08-16,CARE A,07-12-17,,,,,,,,,,,,,,,,,,
16786,16786,BLR,Ruban Patliputra Hospital Private Limited,CARE B+,20-12-13,CARE BB-,19-02-18,,,,,,,,,,,,,,,,,,
16787,16787,BLR,Ruban Patliputra Hospital Private Limited,CARE B+,20-12-13,CARE BB-,19-02-18,,,,,,,,,,,,,,,,,,
16788,16788,BLR,Ruchi Hospitality Private Limited,CARE BB,21-03-12,,,,,,,,,,,,,,,,,,,,
16789,16789,BLR,Ruchi Infrastructure Limited,CARE BB-,13-07-17,,,,,,,,,,,,,,,,,,,,
16790,16790,BLR,Ruchira Papers Limited,CARE C,15-06-10,CARE D,25-04-11,CARE B+,14-12-12,CARE BB+,20-09-13,CARE BBB-,08-08-14,CARE BBB,27-06-16,CARE BBB+,09-03-17,,,,,,,,
16791,16791,BLR,Ruchira Papers Limited,CARE C,15-06-10,CARE D,25-04-11,CARE B+,14-12-12,CARE BB+,20-09-13,CARE BBB-,08-08-14,CARE BBB,27-06-16,CARE BBB+,09-03-17,,,,,,,,
16792,16792,BLR,Ruchira Papers Limited,CARE C / CARE A4,15-06-10,CARE D,25-04-11,CARE B+ / CARE A4,14-12-12,CARE BB+ / CARE A4+,20-09-13,CARE BBB- / CARE A3,08-08-14,CARE BBB / CARE A3+,27-06-16,CARE BBB+ / CARE A3+,09-03-17,,,,,,,,
16793,16793,BLR,Ruchira Printing and Packaging,CARE BB-,20-10-15,CARE B+,06-02-18,,,,,,,,,,,,,,,,,,
16794,16794,BLR,Ruchira Printing and Packaging,CARE BB-,20-10-15,CARE B+,06-02-18,,,,,,,,,,,,,,,,,,
16795,16795,BLR,Ruchira Printing and Packaging,CARE A4,25-01-17,,,,,,,,,,,,,,,,,,,,
16796,16796,BLR,Rudra Alloys Private Limited,CARE A4,12-01-16,,,,,,,,,,,,,,,,,,,,
16797,16797,BLR,Rudra Alloys Private Limited,CARE B+,12-01-16,,,,,,,,,,,,,,,,,,,,
16798,16798,BLR,Rudra Global Infra Products Limited,CARE BBB-,14-03-18,,,,,,,,,,,,,,,,,,,,
16799,16799,BLR,Rudra Global Infra Products Limited,CARE BBB- / CARE A3,14-03-18,,,,,,,,,,,,,,,,,,,,
16800,16800,BLR,Rudra Industries,CARE A4,22-09-17,,,,,,,,,,,,,,,,,,,,
16801,16801,BLR,Rudra Industries,CARE B+,22-09-17,,,,,,,,,,,,,,,,,,,,
16802,16802,BLR,Rudra Industries,CARE B+,22-09-17,,,,,,,,,,,,,,,,,,,,
16803,16803,BLR,Rukmani Devi Garg Agro Impex Private Limited,CARE BB,15-06-17,,,,,,,,,,,,,,,,,,,,
16804,16804,BLR,Rukmani Power and Steel Private Limited,CARE BB+,30-03-17,,,,,,,,,,,,,,,,,,,,
16805,16805,BLR,Ruksh Enterprises,CARE B+,22-01-18,,,,,,,,,,,,,,,,,,,,
16806,16806,BLR,Ruksh Enterprises,CARE B+,22-01-18,,,,,,,,,,,,,,,,,,,,
16807,16807,BLR,Ruksh Enterprises,CARE B+,22-01-18,,,,,,,,,,,,,,,,,,,,
16808,16808,BLR,Rukson Packaging Private Limited,CARE BB-,04-02-16,,,,,,,,,,,,,,,,,,,,
16809,16809,BLR,Rukson Packaging Private Limited,CARE BB-,04-02-16,,,,,,,,,,,,,,,,,,,,
16810,16810,BLR,Rukson Packaging Private Limited,CARE BB-,04-02-16,,,,,,,,,,,,,,,,,,,,
16811,16811,BLR,Rungta Irrigation Limited,CARE BB,14-03-16,CARE B+,14-04-17,,,,,,,,,,,,,,,,,,
16812,16812,BLR,Rungta Irrigation Limited,CARE A4,14-03-16,,,,,,,,,,,,,,,,,,,,
16813,16813,BLR,Rupa Dyeing and Printing Private Limited,CARE BB+,27-08-14,CARE BBB-,29-11-17,,,,,,,,,,,,,,,,,,
16814,16814,BLR,Rupa Dyeing and Printing Private Limited,CARE BBB-,29-11-17,,,,,,,,,,,,,,,,,,,,
16815,16815,BLR,Rupa Dyeing and Printing Private Limited,CARE BB+ / CARE A4+,27-08-14,CARE BBB- / CARE A3,29-11-17,,,,,,,,,,,,,,,,,,
16816,16816,BLR,Rupsha Fish Private Limited,CARE A4,24-11-17,,,,,,,,,,,,,,,,,,,,
16817,16817,BLR,Rupsha Fish Private Limited,CARE BB,24-11-17,,,,,,,,,,,,,,,,,,,,
16818,16818,LT Instruments,Rural Electrification Corporation Limited,CARE AAA / CARE A1+,14-05-14,CARE AAA,14-10-16,,,,,,,,,,,,,,,,,,
16819,16819,LT Instruments,Rural Electrification Corporation Limited,CARE AAA,21-04-09,,,,,,,,,,,,,,,,,,,,
16820,16820,LT Instruments,Rural Electrification Corporation Limited,CARE AAA,16-04-15,,,,,,,,,,,,,,,,,,,,
16821,16821,LT Instruments,Rural Electrification Corporation Limited,CARE AAA,13-05-08,,,,,,,,,,,,,,,,,,,,
16822,16822,LT Instruments,Rural Electrification Corporation Limited,CARE AAA / CARE A1+,30-04-12,CARE AAA,06-11-14,,,,,,,,,,,,,,,,,,
16823,16823,LT Instruments,Rural Electrification Corporation Limited,CARE AAA,12-05-16,,,,,,,,,,,,,,,,,,,,
16824,16824,LT Instruments,Rural Electrification Corporation Limited,CARE AAA / CARE A1+,25-04-13,CARE AAA,30-10-15,,,,,,,,,,,,,,,,,,
16825,16825,LT Instruments,Rural Electrification Corporation Limited,CARE AAA,25-10-07,,,,,,,,,,,,,,,,,,,,
16826,16826,LT Instruments,Rural Electrification Corporation Limited,CARE AAA,07-04-10,,,,,,,,,,,,,,,,,,,,
16827,16827,LT Instruments,Rural Electrification Corporation Limited,CARE AAA / CARE A1+,25-04-11,CARE AAA,06-11-14,,,,,,,,,,,,,,,,,,
16828,16828,LT Instruments,Rural Electrification Corporation Limited,CARE AAA,07-03-05,,,,,,,,,,,,,,,,,,,,
16829,16829,LT Instruments,Rural Electrification Corporation Limited,CARE AAA,10-05-05,,,,,,,,,,,,,,,,,,,,
16830,16830,LT/ST Instrument,Rural Electrification Corporation Limited,CARE AAA / CARE A1+,11-04-17,,,,,,,,,,,,,,,,,,,,
16831,16831,BLR,Rushil Decor Limited,CARE BB,04-04-09,CARE BB+,02-06-11,CARE BBB-,13-10-11,CARE BBB,27-07-15,CARE BBB+,04-07-16,,,,,,,,,,,,
16832,16832,BLR,Rushil Decor Limited,CARE BB,04-04-09,CARE BB+,02-06-11,CARE BBB-,13-10-11,CARE BBB,27-07-15,CARE BBB+,04-07-16,,,,,,,,,,,,
16833,16833,BLR,Rushil Decor Limited,CARE BB,04-04-09,CARE BB+,02-06-11,CARE BBB-,13-10-11,CARE BBB,27-07-15,CARE BBB+,04-07-16,,,,,,,,,,,,
16834,16834,BLR,Rushil Decor Limited,CARE A4,04-04-09,CARE A3,13-10-11,CARE A3+,27-07-15,CARE A2,16-06-17,,,,,,,,,,,,,,
16835,16835,BLR,Russaka Ply India Limited,CARE BB,14-06-12,CARE BB-,08-11-13,,,,,,,,,,,,,,,,,,
16836,16836,BLR,Russaka Ply India Limited,CARE A4,14-06-12,,,,,,,,,,,,,,,,,,,,
16837,16837,BLR,Rutu Enterprises,CARE A4+,26-03-18,,,,,,,,,,,,,,,,,,,,
16838,16838,BLR,Rutu Enterprises,CARE A4+,26-03-18,,,,,,,,,,,,,,,,,,,,
16839,16839,BLR,Rutu Enterprises,CARE BB+,26-03-18,,,,,,,,,,,,,,,,,,,,
16840,16840,BLR,Rutu Enterprises,CARE BB+,26-03-18,,,,,,,,,,,,,,,,,,,,
16841,16841,BLR,Ry Midas Alluminiums Private Limited,CARE BB- / CARE A4,30-11-17,,,,,,,,,,,,,,,,,,,,
16842,16842,BLR,Ryatar Sahakari Sakkare Karkhane Niyamit,CARE B,10-04-17,CARE B-,14-03-18,,,,,,,,,,,,,,,,,,
16843,16843,BLR,Ryatar Sahakari Sakkare Karkhane Niyamit,CARE B,10-04-17,CARE B-,14-03-18,,,,,,,,,,,,,,,,,,
16844,16844,BLR,Ryatar Sahakari Sakkare Karkhane Niyamit,CARE B-,14-03-18,,,,,,,,,,,,,,,,,,,,
16845,16845,BLR,Ryatar Sahakari Sakkare Karkhane Niyamit,CARE A4,14-03-18,,,,,,,,,,,,,,,,,,,,
16846,16846,BLR,S & IB Services Private Limited,CARE A2,18-09-17,,,,,,,,,,,,,,,,,,,,
16847,16847,BLR,S & IB Services Private Limited,CARE BBB+,18-09-17,,,,,,,,,,,,,,,,,,,,
16848,16848,BLR,S & IB Services Private Limited,CARE BBB+,18-09-17,,,,,,,,,,,,,,,,,,,,
16849,16849,BLR,S C Enterprises,CARE B+,09-03-17,CARE D,05-03-18,,,,,,,,,,,,,,,,,,
16850,16850,BLR,S C Jain Construction Company,CARE BB,12-06-17,,,,,,,,,,,,,,,,,,,,
16851,16851,BLR,S C Jain Construction Company,CARE BB,12-06-17,,,,,,,,,,,,,,,,,,,,
16852,16852,BLR,S C Jain Construction Company,CARE BB / CARE A4+,12-06-17,,,,,,,,,,,,,,,,,,,,
16853,16853,BLR,S C Jain Construction Company,CARE BB / CARE A4+,12-06-17,,,,,,,,,,,,,,,,,,,,
16854,16854,BLR,S E Transstadia Private Limited,CARE BBB-,22-07-14,CARE D,09-03-17,CARE C,27-07-17,,,,,,,,,,,,,,,,
16855,16855,BLR,S E Transstadia Private Limited,CARE BBB-,22-07-14,CARE D,09-03-17,CARE C,27-07-17,,,,,,,,,,,,,,,,
16856,16856,BLR,S K Agros,CARE B,24-04-17,,,,,,,,,,,,,,,,,,,,
16857,16857,BLR,S K Mohapatra,CARE BB-,27-01-17,,,,,,,,,,,,,,,,,,,,
16858,16858,BLR,S K Steel Tech,CARE BB,18-12-17,,,,,,,,,,,,,,,,,,,,
16859,16859,BLR,S Kumars Associates,CARE BB-,19-04-17,,,,,,,,,,,,,,,,,,,,
16860,16860,BLR,S Kumars Associates,CARE A4,19-04-17,,,,,,,,,,,,,,,,,,,,
16861,16861,BLR,S M Industries,CARE B+,22-08-17,,,,,,,,,,,,,,,,,,,,
16862,16862,BLR,S M Interior Private Limited,CARE B+,24-07-17,,,,,,,,,,,,,,,,,,,,
16863,16863,BLR,S M Interior Private Limited,CARE A4,24-07-17,,,,,,,,,,,,,,,,,,,,
16864,16864,BLR,S N Super Speciality Hospital Private Limited,CARE B+,19-04-16,CARE BB,19-02-18,,,,,,,,,,,,,,,,,,
16865,16865,BLR,S P Infra,CARE BB-,12-03-18,,,,,,,,,,,,,,,,,,,,
16866,16866,BLR,S R Ballary,CARE BB+,07-11-17,,,,,,,,,,,,,,,,,,,,
16867,16867,BLR,S R Ballary,CARE BB+,07-11-17,,,,,,,,,,,,,,,,,,,,
16868,16868,BLR,S R Ballary,CARE A4+,07-11-17,,,,,,,,,,,,,,,,,,,,
16869,16869,BLR,S R Collection Private Limited,CARE A4,21-02-17,,,,,,,,,,,,,,,,,,,,
16870,16870,BLR,S R Collection Private Limited,CARE BB-,21-02-17,,,,,,,,,,,,,,,,,,,,
16871,16871,BLR,S R Collection Private Limited,CARE BB-,21-02-17,,,,,,,,,,,,,,,,,,,,
16872,16872,BLR,S R Collection Private Limited,CARE BB-,23-01-18,,,,,,,,,,,,,,,,,,,,
16873,16873,BLR,S R Construction Company,CARE A4+,03-01-18,,,,,,,,,,,,,,,,,,,,
16874,16874,BLR,S R Metallizers,CARE B+ / CARE A4,21-02-17,,,,,,,,,,,,,,,,,,,,
16875,16875,BLR,S R Metallizers,CARE B+,21-02-17,,,,,,,,,,,,,,,,,,,,
16876,16876,BLR,S R Metallizers,CARE B+,21-02-17,,,,,,,,,,,,,,,,,,,,
16877,16877,BLR,S S Group Private Limited,CARE BB+,10-04-17,,,,,,,,,,,,,,,,,,,,
16878,16878,BLR,S S Group Private Limited,CARE BB+,10-04-17,CARE A4+,30-03-18,,,,,,,,,,,,,,,,,,
16879,16879,BLR,S S Infrastructure Development Consultants Private Limited,CARE BB,03-10-17,,,,,,,,,,,,,,,,,,,,
