Count,Sr.No.,Instrument,Company Name,Intial Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date
4807,4807,BLR,Dozco (India) Private Limited,CARE BBB-,04-12-14,,,,,,,,,,,,,,,,,,,,
4808,4808,BLR,Dozco (India) Private Limited,CARE BBB-,04-12-14,,,,,,,,,,,,,,,,,,,,
4809,4809,BLR,Dozco (India) Private Limited,CARE A3,04-12-14,,,,,,,,,,,,,,,,,,,,
4810,4810,BLR,Dozco (India) Private Limited,CARE A3,04-12-14,,,,,,,,,,,,,,,,,,,,
4811,4811,BLR,Dozco (India) Private Limited,CARE A3,04-12-14,,,,,,,,,,,,,,,,,,,,
4812,4812,BLR,DQ Entertainment International Limited,CARE BB,14-07-15,CARE D,13-10-16,,,,,,,,,,,,,,,,,,
4813,4813,BLR,DQ Entertainment International Limited,CARE BB,14-07-15,CARE D,13-10-16,,,,,,,,,,,,,,,,,,
4814,4814,BLR,DQ Entertainment International Limited,CARE BB,14-07-15,CARE D,13-10-16,,,,,,,,,,,,,,,,,,
4815,4815,BLR,Dr. Agarwals Eye Hospital Limited,CARE BBB-,10-11-09,CARE BBB,03-09-14,CARE BBB+,05-10-15,,,,,,,,,,,,,,,,
4816,4816,BLR,Dr. Agarwals Eye Hospital Limited,CARE BBB-,10-11-09,CARE BBB,03-09-14,CARE BBB+,05-10-15,,,,,,,,,,,,,,,,
4817,4817,BLR,Dr. O.P. Chaudhary Memorial Trust,CARE A4,19-02-18,,,,,,,,,,,,,,,,,,,,
4818,4818,BLR,Dr. O.P. Chaudhary Memorial Trust,CARE B+,19-02-18,,,,,,,,,,,,,,,,,,,,
4819,4819,BLR,Drashti Cotspin Private Limited,CARE B,14-07-15,CARE B+,29-08-16,,,,,,,,,,,,,,,,,,
4820,4820,BLR,Drashti Cotspin Private Limited,CARE B,30-07-15,CARE B+,29-08-16,,,,,,,,,,,,,,,,,,
4821,4821,BLR,Drashti Cotspin Private Limited,CARE A4,30-07-15,,,,,,,,,,,,,,,,,,,,
4822,4822,BLR,Drashti Cotspin Private Limited,CARE A4,30-07-15,,,,,,,,,,,,,,,,,,,,
4823,4823,BLR,DRB Ravani Developers,CARE BB,20-05-13,CARE BB+,05-07-17,,,,,,,,,,,,,,,,,,
4824,4824,BLR,Dreamz Overseas Private Limited,CARE B,13-09-16,CARE B+,04-12-17,,,,,,,,,,,,,,,,,,
4825,4825,BLR,Dreamz Overseas Private Limited,CARE B,13-09-16,CARE B+,04-12-17,,,,,,,,,,,,,,,,,,
4826,4826,LT Instruments,Dredging Corporation of India Limited,CARE AA,16-01-13,CARE AA-,30-11-16,CARE A+,07-12-17,,,,,,,,,,,,,,,,
4827,4827,BLR,Drive India Enterprise Solutions Limited,CARE BBB / CARE A3+,10-08-17,,,,,,,,,,,,,,,,,,,,
4828,4828,BLR,Drive India Enterprise Solutions Limited,CARE BBB / CARE A3+,10-08-17,,,,,,,,,,,,,,,,,,,,
4829,4829,BLR,Drolia Electrosteels Private Limited,CARE A3,07-04-15,CARE A4+,28-12-15,,,,,,,,,,,,,,,,,,
4830,4830,BLR,Drolia Electrosteels Private Limited,CARE A3,07-04-15,CARE A4+,28-12-15,,,,,,,,,,,,,,,,,,
4831,4831,BLR,Drolia Electrosteels Private Limited,CARE BBB-,07-04-15,CARE BB+,28-12-15,,,,,,,,,,,,,,,,,,
4832,4832,BLR,Drolia Electrosteels Private Limited,CARE BBB-,07-04-15,CARE BB+,28-12-15,,,,,,,,,,,,,,,,,,
4833,4833,BLR,Drolia Electrosteels Private Limited,CARE BBB-,07-04-15,CARE BB+,28-12-15,,,,,,,,,,,,,,,,,,
4834,4834,BLR,Dropadi Industries,CARE BB-,12-07-17,,,,,,,,,,,,,,,,,,,,
4835,4835,BLR,DRS Warehousing North Private Limited,CARE BBB-,20-02-17,,,,,,,,,,,,,,,,,,,,
4836,4836,BLR,DRT-Anthea Aroma Chemicals Private Limited,CARE A2,17-08-11,CARE A3+,11-10-12,CARE A2,05-01-15,CARE A2+,29-11-17,,,,,,,,,,,,,,
4837,4837,BLR,DRT-Anthea Aroma Chemicals Private Limited,CARE A2,17-08-11,CARE A3+,11-10-12,CARE A2,05-01-15,CARE A2+,29-11-17,,,,,,,,,,,,,,
4838,4838,BLR,DRT-Anthea Aroma Chemicals Private Limited,CARE A-,17-08-11,CARE BBB+,11-10-12,CARE A-,05-01-15,,,,,,,,,,,,,,,,
4839,4839,BLR,DRT-Anthea Aroma Chemicals Private Limited,CARE A-,17-08-11,CARE BBB+,11-10-12,CARE A-,05-01-15,,,,,,,,,,,,,,,,
4840,4840,BLR,Drushti Realtors Private Limited,CARE D,28-06-17,,,,,,,,,,,,,,,,,,,,
4841,4841,BLR,Drushti Realtors Private Limited,CARE D,28-06-17,,,,,,,,,,,,,,,,,,,,
4842,4842,BLR,DS Agrifoods Private Limited,CARE B+,19-08-16,,,,,,,,,,,,,,,,,,,,
4843,4843,BLR,DS Agrifoods Private Limited,CARE B+,19-08-16,,,,,,,,,,,,,,,,,,,,
4844,4844,BLR,DS Drinks and Beverages Private Limited,CARE BB+,20-07-16,,,,,,,,,,,,,,,,,,,,
4845,4845,BLR,DS Drinks and Beverages Private Limited,CARE BB+,20-07-16,,,,,,,,,,,,,,,,,,,,
4846,4846,BLR,DS Max Properties Private Limited,CARE BBB,25-07-16,,,,,,,,,,,,,,,,,,,,
4847,4847,BLR,Ducon Infratechnologies Limited,CARE A4+,19-05-16,,,,,,,,,,,,,,,,,,,,
4848,4848,BLR,Dudh Ganga,CARE BB+ (SO),21-04-15,CARE BB (SO),10-03-17,,,,,,,,,,,,,,,,,,
4849,4849,BLR,Dudi and Company,CARE BB-,06-12-16,,,,,,,,,,,,,,,,,,,,
4850,4850,BLR,Dudi and Company,CARE A4,06-12-16,,,,,,,,,,,,,,,,,,,,
4851,4851,BLR,Duggar Fiber Private Limited,CARE BB-,06-05-15,,,,,,,,,,,,,,,,,,,,
4852,4852,BLR,Duhan Electric Works,CARE BB,21-04-17,CARE BB-,05-03-18,,,,,,,,,,,,,,,,,,
4853,4853,BLR,Duhan Electric Works,CARE BB,21-04-17,CARE BB-,05-03-18,,,,,,,,,,,,,,,,,,
4854,4854,BLR,Dullat Resort,CARE B,12-02-18,,,,,,,,,,,,,,,,,,,,
4855,4855,BLR,Dungarmal Dhanraj and Company,CARE B,17-02-17,CARE B-,28-02-18,,,,,,,,,,,,,,,,,,
4856,4856,BLR,Dungarmal Dhanraj and Company,CARE B,17-02-17,CARE B-,28-02-18,,,,,,,,,,,,,,,,,,
4857,4857,BLR,Dura Roof Private Limited,CARE BB-,30-03-18,,,,,,,,,,,,,,,,,,,,
4858,4858,BLR,Dura Roof Private Limited,CARE BB-,30-03-18,,,,,,,,,,,,,,,,,,,,
4859,4859,BLR,Dura Roof Private Limited,CARE A4,30-03-18,,,,,,,,,,,,,,,,,,,,
4860,4860,BLR,Dura Roof Private Limited,CARE A4,30-03-18,,,,,,,,,,,,,,,,,,,,
4861,4861,BLR,Durga Automart,CARE B+,09-03-18,,,,,,,,,,,,,,,,,,,,
4862,4862,BLR,Durga Automotives Private Limited,CARE B,02-01-18,,,,,,,,,,,,,,,,,,,,
4863,4863,BLR,Durga Automotives Private Limited,CARE B,27-02-18,,,,,,,,,,,,,,,,,,,,
4864,4864,BLR,Durga Automotives Private Limited,CARE B,27-02-18,,,,,,,,,,,,,,,,,,,,
4865,4865,BLR,Durga Construction Co. Kundapura,CARE B+,05-10-17,,,,,,,,,,,,,,,,,,,,
4866,4866,BLR,Durga Construction Co. Kundapura,CARE A4,05-10-17,,,,,,,,,,,,,,,,,,,,
4867,4867,BLR,Durga Krishna Store Private Limited,CARE BB,25-09-17,,,,,,,,,,,,,,,,,,,,
4868,4868,BLR,Durga Krishna Store Private Limited,CARE A4+,25-09-17,,,,,,,,,,,,,,,,,,,,
4869,4869,BLR,Durga Marble and Minerals,CARE BB / CARE A4,18-02-16,,,,,,,,,,,,,,,,,,,,
4870,4870,BLR,Durga Marble and Minerals,CARE BB / CARE A4,18-02-16,,,,,,,,,,,,,,,,,,,,
4871,4871,BLR,Durgapur Institute Of Advanced Technology and Management,CARE BB+,25-07-17,,,,,,,,,,,,,,,,,,,,
4872,4872,BLR,Durgapur Ispat Peoples Society,CARE BB,21-06-17,,,,,,,,,,,,,,,,,,,,
4873,4873,BLR,Durgapur Ispat Peoples Society,CARE BB,21-06-17,,,,,,,,,,,,,,,,,,,,
4874,4874,BLR,Durgapur Medical Centre Private Limited,CARE BBB+,14-01-16,,,,,,,,,,,,,,,,,,,,
4875,4875,BLR,Durgapur Medical Centre Private Limited,CARE BB,03-01-11,CARE BBB-,05-12-11,CARE BBB,31-12-14,CARE BBB+,14-01-16,,,,,,,,,,,,,,
4876,4876,BLR,Durgapur Medical Centre Private Limited,CARE A3,05-12-11,CARE A3+,31-12-14,,,,,,,,,,,,,,,,,,
4877,4877,BLR,Durgashakti Foods Private Limited,CARE B,27-04-15,CARE BB-,30-09-15,CARE BB,28-06-16,,,,,,,,,,,,,,,,
4878,4878,BLR,Durgashakti Foods Private Limited,CARE B,27-04-15,CARE BB-,30-09-15,CARE BB,28-06-16,,,,,,,,,,,,,,,,
4879,4879,BLR,Durgashakti Foods Private Limited,CARE B,27-04-15,CARE BB-,30-09-15,CARE BB,28-06-16,,,,,,,,,,,,,,,,
4880,4880,BLR,Durgashakti Foods Private Limited,CARE A4,27-04-15,,,,,,,,,,,,,,,,,,,,
4881,4881,BLR,Durgesh Impex Private Limited,CARE A4+,25-03-16,,,,,,,,,,,,,,,,,,,,
4882,4882,BLR,Durgesh Impex Private Limited,CARE BB+ / CARE A4+,25-03-16,,,,,,,,,,,,,,,,,,,,
4883,4883,BLR,Durgeshwari Industries Limited,CARE B+,20-09-16,,,,,,,,,,,,,,,,,,,,
4884,4884,BLR,Dushmanta Giri,CARE BB,19-10-15,,,,,,,,,,,,,,,,,,,,
4885,4885,BLR,Dutch Tech Tools Private Limited,CARE BB-,06-12-13,,,,,,,,,,,,,,,,,,,,
4886,4886,BLR,Dwarka Textile Park,CARE B,30-08-17,,,,,,,,,,,,,,,,,,,,
4887,4887,BLR,Dwarka Textile Park,CARE B,30-08-17,,,,,,,,,,,,,,,,,,,,
4888,4888,BLR,Dwarkadhish Cotspin Private Limited,CARE BB,12-04-16,CARE BB+,11-04-17,CARE BBB-,17-11-17,,,,,,,,,,,,,,,,
4889,4889,BLR,Dwarkadhish Cotspin Private Limited,CARE A4,12-04-16,CARE A4+,11-04-17,CARE A3,17-11-17,,,,,,,,,,,,,,,,
4890,4890,BLR,Dwarkadhish Cotspin Private Limited,CARE BB / CARE A4,12-04-16,CARE BB+ / CARE A4+,11-04-17,CARE BBB- / CARE A3,17-11-17,,,,,,,,,,,,,,,,
4891,4891,BLR,Dwarkadhish Cotspin Private Limited,CARE BB / CARE A4,12-04-16,CARE BB+ / CARE A4+,11-04-17,CARE BBB- / CARE A3,17-11-17,,,,,,,,,,,,,,,,
4892,4892,BLR,Dynacons Systems and Solutions Limited,CARE BB+ / CARE A4+,10-12-13,,,,,,,,,,,,,,,,,,,,
4893,4893,BLR,Dynacons Systems and Solutions Limited,CARE BB+,10-12-13,,,,,,,,,,,,,,,,,,,,
4894,4894,BLR,Dynamech Electropower Private Limited,CARE BB-,12-08-15,CARE BB+,02-09-16,,,,,,,,,,,,,,,,,,
4895,4895,BLR,Dynamech Electropower Private Limited,CARE BB- / CARE A4,12-08-15,CARE BB+ / CARE A4+,02-09-16,,,,,,,,,,,,,,,,,,
4896,4896,BLR,Dynamech Electropower Private Limited,CARE A4,12-08-15,CARE A4+,02-09-16,,,,,,,,,,,,,,,,,,
4897,4897,BLR,Dynamic (CG) Equipments Private Limited,CARE BB-,12-10-15,CARE D,30-12-16,,,,,,,,,,,,,,,,,,
4898,4898,BLR,Dynamic (CG) Equipments Private Limited,CARE BB-,12-10-15,CARE D,30-12-16,,,,,,,,,,,,,,,,,,
4899,4899,BLR,Dynamic Drilling and Services Private Limited,CARE BBB+,23-03-18,,,,,,,,,,,,,,,,,,,,
4900,4900,BLR,Dynamic Drilling and Services Private Limited,CARE A2+,23-03-18,,,,,,,,,,,,,,,,,,,,
4901,4901,BLR,Dynamic Powertech Private Limited,CARE BB-,09-10-15,CARE BB+,19-12-16,,,,,,,,,,,,,,,,,,
4902,4902,BLR,Dynamic Powertech Private Limited,CARE A4,09-10-15,CARE A4+,19-12-16,,,,,,,,,,,,,,,,,,
4903,4903,BLR,Dynamic Powertech Private Limited,CARE BB- / CARE A4,09-10-15,CARE BB+ / CARE A4+,19-12-16,,,,,,,,,,,,,,,,,,
4904,4904,BLR,Dynamic Realty Enterprises,CARE BB-,15-09-17,,,,,,,,,,,,,,,,,,,,
4905,4905,BLR,Dynamic Refractories,CARE BB-,10-04-17,,,,,,,,,,,,,,,,,,,,
4906,4906,BLR,Dynamic Refractories,CARE BB-,10-04-17,,,,,,,,,,,,,,,,,,,,
4907,4907,BLR,Dynamic Refractories,CARE A4,10-04-17,,,,,,,,,,,,,,,,,,,,
4908,4908,BLR,Dynatech Industries Private Limited,CARE A4,29-03-16,,,,,,,,,,,,,,,,,,,,
4909,4909,BLR,Dynatech Industries Private Limited,CARE A4,29-03-16,,,,,,,,,,,,,,,,,,,,
4910,4910,BLR,Dynatech Industries Private Limited,CARE B+,29-03-16,,,,,,,,,,,,,,,,,,,,
4911,4911,BLR,E Vaidya Private Limited,CARE A4,15-02-17,,,,,,,,,,,,,,,,,,,,
4912,4912,BLR,E Vaidya Private Limited,CARE B,15-02-17,,,,,,,,,,,,,,,,,,,,
4913,4913,BLR,E Vaidya Private Limited,CARE B,15-02-17,,,,,,,,,,,,,,,,,,,,
4914,4914,BLR,E. I. T. A. India Limited,CARE BB+,20-05-14,CARE BBB-,30-11-15,,,,,,,,,,,,,,,,,,
4915,4915,BLR,E. I. T. A. India Limited,CARE A4+,20-05-14,CARE A3,30-11-15,,,,,,,,,,,,,,,,,,
4916,4916,BLR,E.P. Industrial & Agro Products Private Limited,CARE BB-,18-07-17,,,,,,,,,,,,,,,,,,,,
4917,4917,BLR,E.P. Industrial & Agro Products Private Limited,CARE A4,18-07-17,,,,,,,,,,,,,,,,,,,,
4918,4918,BLR,E.P. Industrial & Agro Products Private Limited,CARE A4,18-07-17,,,,,,,,,,,,,,,,,,,,
4919,4919,BLR,Eagle Hunter Solutions Limited,CARE A4,21-06-16,,,,,,,,,,,,,,,,,,,,
4920,4920,BLR,Eagle Hunter Solutions Limited,CARE BB-,21-06-16,CARE BB,15-09-17,,,,,,,,,,,,,,,,,,
4921,4921,BLR,Eagle Infra India Limited,CARE BBB,31-12-15,CARE BBB+,31-12-16,,,,,,,,,,,,,,,,,,
4922,4922,BLR,Eagle Infra India Limited,CARE BBB,26-11-15,CARE BBB+,31-12-16,,,,,,,,,,,,,,,,,,
4923,4923,BLR,Eagle Infra India Limited,CARE BBB / CARE A3+,26-11-15,CARE BBB+ / CARE A3+,31-12-16,,,,,,,,,,,,,,,,,,
4924,4924,BLR,Eagle Infra Private Limited,CARE BBB,10-10-17,,,,,,,,,,,,,,,,,,,,
4925,4925,BLR,Eagle Infra Private Limited,CARE BBB,10-10-17,,,,,,,,,,,,,,,,,,,,
4926,4926,BLR,Eagle Infra Private Limited,CARE BBB+ (SO),10-10-17,,,,,,,,,,,,,,,,,,,,
4927,4927,BLR,Eagle Infra Private Limited,CARE BBB+ (SO),10-10-17,,,,,,,,,,,,,,,,,,,,
4928,4928,BLR,Eagle Steels Rolling Mills Private Limited,CARE A4,02-06-14,,,,,,,,,,,,,,,,,,,,
4929,4929,BLR,Eagle Steels Rolling Mills Private Limited,CARE A4,02-06-14,,,,,,,,,,,,,,,,,,,,
4930,4930,BLR,Eagle Steels Rolling Mills Private Limited,CARE BB,02-06-14,CARE BB-,01-02-17,,,,,,,,,,,,,,,,,,
4931,4931,BLR,Earth Home,CARE B+,18-04-16,,,,,,,,,,,,,,,,,,,,
4932,4932,BLR,Earth Solar Power Private Limited,CARE BBB,27-11-17,,,,,,,,,,,,,,,,,,,,
4933,4933,BLR,Earth Stahl and Alloys Private Limited,CARE BB-,12-05-15,CARE D,16-02-16,,,,,,,,,,,,,,,,,,
4934,4934,BLR,Earth Stahl and Alloys Private Limited,CARE BB-,12-05-15,CARE D,16-02-16,,,,,,,,,,,,,,,,,,
4935,4935,BLR,Earth Stahl and Alloys Private Limited,CARE A4,12-05-15,CARE D,16-02-16,,,,,,,,,,,,,,,,,,
4936,4936,BLR,Earth Stone Global,CARE A4,19-12-17,,,,,,,,,,,,,,,,,,,,
4937,4937,BLR,Earth Stone Global,CARE A4,19-12-17,,,,,,,,,,,,,,,,,,,,
4938,4938,BLR,Earth Stone Global,CARE A4,19-12-17,,,,,,,,,,,,,,,,,,,,
4939,4939,BLR,Earth Stone Global,CARE B+,19-12-17,,,,,,,,,,,,,,,,,,,,
4940,4940,BLR,Earthcon Buildtech Private Limited,CARE B+,14-09-15,CARE D,10-11-17,,,,,,,,,,,,,,,,,,
4941,4941,BLR,Earthcon Construction Private Limited,CARE B+,13-04-16,CARE D,10-11-17,,,,,,,,,,,,,,,,,,
4942,4942,BLR,Earthen Treasures Natural Resources Private Limited,CARE B,22-07-15,CARE D,07-10-16,,,,,,,,,,,,,,,,,,
4943,4943,BLR,Eashwara Sai Cotton Industries,CARE B+,17-10-17,,,,,,,,,,,,,,,,,,,,
4944,4944,BLR,Eashwara Sai Cotton Industries,CARE B+,17-10-17,,,,,,,,,,,,,,,,,,,,
4945,4945,BLR,East Hooghly Agro Plantation Private Limited,CARE B+,16-01-18,,,,,,,,,,,,,,,,,,,,
4946,4946,BLR,East Hooghly Agro Plantation Private Limited,CARE B+,16-01-18,,,,,,,,,,,,,,,,,,,,
4947,4947,BLR,East Hooghly Agro Plantation Private Limited,CARE A4,16-01-18,,,,,,,,,,,,,,,,,,,,
4948,4948,BLR,East Hooghly Poly Plast Private Limited,CARE A4+,22-02-18,,,,,,,,,,,,,,,,,,,,
4949,4949,BLR,East Hooghly Poly Plast Private Limited,CARE BB+,22-02-18,,,,,,,,,,,,,,,,,,,,
4950,4950,BLR,East Hooghly Poly Plast Private Limited,CARE BB+,22-02-18,,,,,,,,,,,,,,,,,,,,
4951,4951,BLR,East Hyderabad Expressways Limited,CARE BBB,28-03-08,CARE BBB+,17-10-11,,,,,,,,,,,,,,,,,,
4952,4952,BLR,East India Commercial Co. Limited,CARE BBB,07-03-18,,,,,,,,,,,,,,,,,,,,
4953,4953,BLR,East India Commercial Co. Limited,CARE BBB,07-03-18,,,,,,,,,,,,,,,,,,,,
4954,4954,BLR,East India Commercial Co. Limited,CARE BBB / CARE A3+,07-03-18,,,,,,,,,,,,,,,,,,,,
4955,4955,LT Instruments,East West Pipeline Limited,CARE AAA,09-03-10,,,,,,,,,,,,,,,,,,,,
4956,4956,LT Instruments,East West Pipeline Limited,CARE AAA,02-06-11,,,,,,,,,,,,,,,,,,,,
4957,4957,BLR,Eastern Bearings Private Limited,CARE BB+,12-05-17,,,,,,,,,,,,,,,,,,,,
4958,4958,BLR,Eastern Bearings Private Limited,CARE BB+,12-05-17,,,,,,,,,,,,,,,,,,,,
4959,4959,BLR,Eastern Bearings Private Limited,CARE A4+,12-05-17,,,,,,,,,,,,,,,,,,,,
4960,4960,BLR,Eastern Copper Manufacturing Company Private Limited,CARE A4,29-11-17,,,,,,,,,,,,,,,,,,,,
4961,4961,BLR,Eastern Copper Manufacturing Company Private Limited,CARE A4,29-11-17,,,,,,,,,,,,,,,,,,,,
4962,4962,BLR,Eastern Copper Manufacturing Company Private Limited,CARE A4,29-11-17,,,,,,,,,,,,,,,,,,,,
4963,4963,BLR,Eastern Copper Manufacturing Company Private Limited,CARE C,29-11-17,,,,,,,,,,,,,,,,,,,,
4964,4964,BLR,Eastern Logica Infoway Limited,CARE BBB-,06-01-15,CARE BBB,14-03-17,,,,,,,,,,,,,,,,,,
4965,4965,BLR,Eastern Media Limited,CARE BBB-,29-03-18,,,,,,,,,,,,,,,,,,,,
4966,4966,BLR,Eastern Media Limited,CARE A3,29-03-18,,,,,,,,,,,,,,,,,,,,
4967,4967,BLR,Eastern Navigation Private Limited,CARE BB+,18-12-14,,,,,,,,,,,,,,,,,,,,
4968,4968,BLR,Eastern Navigation Private Limited,CARE BB+,18-12-14,,,,,,,,,,,,,,,,,,,,
4969,4969,BLR,Eastern Navigation Private Limited,CARE BB+,18-12-14,,,,,,,,,,,,,,,,,,,,
4970,4970,BLR,Eastman International,CARE A2,31-01-18,,,,,,,,,,,,,,,,,,,,
4971,4971,BLR,Eastman International,CARE A2,31-01-18,,,,,,,,,,,,,,,,,,,,
4972,4972,BLR,Eastman International,CARE A2,31-01-18,,,,,,,,,,,,,,,,,,,,
4973,4973,BLR,Eastman International,CARE BBB+,31-01-18,,,,,,,,,,,,,,,,,,,,
4974,4974,BLR,Eastman International,CARE BBB+,31-01-18,,,,,,,,,,,,,,,,,,,,
4975,4975,BLR,Eastman Reclamations,CARE A4,14-03-16,,,,,,,,,,,,,,,,,,,,
4976,4976,BLR,Eastman Reclamations,CARE A4,14-03-16,,,,,,,,,,,,,,,,,,,,
4977,4977,BLR,Eastman Reclamations,CARE B+,14-03-16,,,,,,,,,,,,,,,,,,,,
4978,4978,BLR,Eastman Reclamations,CARE B+,14-03-16,,,,,,,,,,,,,,,,,,,,
4979,4979,BLR,Eaststar Manufacturing Syndicate,CARE B+,16-06-16,,,,,,,,,,,,,,,,,,,,
4980,4980,BLR,Eaststar Manufacturing Syndicate,CARE A4,16-06-16,,,,,,,,,,,,,,,,,,,,
4981,4981,BLR,Ebell Fashions Private Limited,CARE A,05-02-18,,,,,,,,,,,,,,,,,,,,
4982,4982,BLR,Ebell Fashions Private Limited,CARE A,05-02-18,,,,,,,,,,,,,,,,,,,,
4983,4983,BLR,ECA Infrastructure India Private Limited,CARE A- (SO),05-01-12,CARE A+ (SO),07-03-16,,,,,,,,,,,,,,,,,,
4984,4984,BLR,ECA Infrastructure India Private Limited,CARE A-(SO) / CARE A2+(SO),05-01-12,CARE A- (SO) / CARE A2+ (SO),27-11-12,CARE A+ (SO) / CARE A1+ (SO),07-03-16,,,,,,,,,,,,,,,,
4985,4985,BLR,Echanda Urja Private Limited,CARE BBB,24-12-15,CARE A-,28-02-18,,,,,,,,,,,,,,,,,,
4986,4986,BLR,E-City Projects Lucknow Private limited,CARE BB-,17-07-17,,,,,,,,,,,,,,,,,,,,
4987,4987,LT Instruments,ECL Finance Limited,CARE PP-MLD AA,27-08-14,,,,,,,,,,,,,,,,,,,,
4988,4988,LT Instruments,ECL Finance Limited,CARE PP-MLD AA,12-07-16,,,,,,,,,,,,,,,,,,,,
4989,4989,ST Instruments,ECL Finance Limited,CARE A1+,17-03-15,,,,,,,,,,,,,,,,,,,,
4990,4990,LT Instruments,ECL Finance Limited,CARE AA,12-07-16,,,,,,,,,,,,,,,,,,,,
4991,4991,LT Instruments,ECL Finance Limited,CARE AA,08-07-15,,,,,,,,,,,,,,,,,,,,
4992,4992,LT Instruments,ECL Finance Limited,CARE AA,29-09-14,,,,,,,,,,,,,,,,,,,,
4993,4993,LT Instruments,ECL Finance Limited,CARE AA,29-09-14,,,,,,,,,,,,,,,,,,,,
4994,4994,LT Instruments,ECL Finance Limited,CARE AA,31-07-13,,,,,,,,,,,,,,,,,,,,
4995,4995,LT Instruments,ECL Finance Limited,CARE AA,19-12-13,,,,,,,,,,,,,,,,,,,,
4996,4996,BLR,ECL Finance Limited,CARE AA,27-08-14,,,,,,,,,,,,,,,,,,,,
4997,4997,LT Instruments,ECL Finance Limited,CARE AA,23-05-14,,,,,,,,,,,,,,,,,,,,
4998,4998,BLR,ECL Finance Limited,CARE AA,12-09-17,,,,,,,,,,,,,,,,,,,,
4999,4999,LT Instruments,ECL Finance Limited,CARE AA,23-01-15,,,,,,,,,,,,,,,,,,,,
5000,5000,BLR,Eco Cement India Limited,CARE BB,19-02-16,CARE BB+,19-02-18,,,,,,,,,,,,,,,,,,
5001,5001,BLR,Eco Homes Townships LLP,CARE BB+,17-02-16,,,,,,,,,,,,,,,,,,,,
5002,5002,BLR,Eco Polyfibres Private Limited,CARE BB-,25-01-16,CARE D,12-04-17,,,,,,,,,,,,,,,,,,
5003,5003,BLR,Eco Polyfibres Private Limited,CARE A4,25-01-16,CARE D,12-04-17,,,,,,,,,,,,,,,,,,
5004,5004,BLR,Eco Polymers,CARE B,19-10-16,,,,,,,,,,,,,,,,,,,,
5005,5005,BLR,Eco Polymers,CARE B,19-10-16,,,,,,,,,,,,,,,,,,,,
5006,5006,BLR,Eco Protection Engineers Private Limited,CARE BB+,20-11-15,CARE BBB-,28-03-18,,,,,,,,,,,,,,,,,,
5007,5007,BLR,Eco Protection Engineers Private Limited,CARE A3,28-03-18,,,,,,,,,,,,,,,,,,,,
5008,5008,BLR,Eco Protection Engineers Private Limited,CARE BB+ / CARE A4+,20-11-15,CARE BBB- / CARE A3,28-03-18,,,,,,,,,,,,,,,,,,
5009,5009,BLR,Eco Tech Papers,CARE A4+,18-01-16,CARE A3+,28-02-17,CARE A2,03-01-18,,,,,,,,,,,,,,,,
5010,5010,BLR,Eco Tech Papers,CARE BB+,18-01-16,CARE BBB,28-02-17,CARE BBB+,03-01-18,,,,,,,,,,,,,,,,
5011,5011,BLR,Ecomotel Hotel Limited,CARE BBB (SO),11-11-09,CARE BBB (SO) @,13-01-11,CARE BBB- (SO) @,10-02-11,CARE BB (SO) @,10-08-11,CARE BB @,12-01-12,CARE D,09-03-12,CARE C,28-03-14,CARE D,30-03-15,,,,,,
5012,5012,BLR,Economy Sales,CARE B+ / CARE A4,03-05-17,,,,,,,,,,,,,,,,,,,,
5013,5013,BLR,Ecoren Energy India Private Limited,CARE A4,28-07-15,CARE BBB- / CARE A3,23-12-16,,,,,,,,,,,,,,,,,,
5014,5014,BLR,Ecostar Goel Properties LLP,CARE B+,26-06-17,,,,,,,,,,,,,,,,,,,,
5015,5015,BLR,Ecron Acunova Limited,CARE AA- (SO),08-02-18,,,,,,,,,,,,,,,,,,,,
5016,5016,BLR,Ecron Acunova Limited,CARE AA- (SO) / CARE A1+ (SO),08-02-18,,,,,,,,,,,,,,,,,,,,
5017,5017,BLR,Ecstasy Realty Private Limited,CARE BB+,29-03-18,,,,,,,,,,,,,,,,,,,,
5018,5018,BLR,Ecstasy Realty Private Limited,CARE BB+,29-03-18,,,,,,,,,,,,,,,,,,,,
5019,5019,LT Instruments,Ecstasy Realty Private Limited,CARE BB+,29-03-18,,,,,,,,,,,,,,,,,,,,
5020,5020,BLR,Edayar Zinc Limited,CARE BBB (SO),05-10-09,CARE BBB- (SO),16-04-12,CARE BB (SO),10-03-14,CARE D,17-04-15,,,,,,,,,,,,,,
5021,5021,BLR,Edayar Zinc Limited,CARE A3 (SO),05-10-09,CARE A4 (SO),10-03-14,CARE D,17-04-15,,,,,,,,,,,,,,,,
5022,5022,LT Instruments,Edelweiss Agri Value Chain Limited,Provisional CARE AA (SO),10-06-16,,,,,,,,,,,,,,,,,,,,
5023,5023,BLR,Edelweiss Agri Value Chain Limited,CARE AA / CARE A1+,26-02-18,,,,,,,,,,,,,,,,,,,,
5024,5024,BLR,Edelweiss Agri Value Chain Limited,Provisional CARE AA (SO),10-06-16,,,,,,,,,,,,,,,,,,,,
5025,5025,BLR,Edelweiss Agri Value Chain Limited,CARE AA,06-10-17,,,,,,,,,,,,,,,,,,,,
5026,5026,LT Instruments,Edelweiss Agri Value Chain Limited,CARE AA (SO),08-02-17,,,,,,,,,,,,,,,,,,,,
