Company Name,Industry,Instrument,Outlook,Rating
Kiran Automobiles Private Limited,Specialty Retail,Proposed Long-Term Bank Facility,Stable,CRISIL BB
Kiri and Company Logistics Private Limited,Energy Equipment & Services,Term Loan Facilities,Stable,CRISIL BB-
Kirloskar Brothers Limited,Machinery,Cash Credit Limit,Negative,CRISIL AA-
Kirloskar Corrocoat Private Limited,Chemicals,Cash Credit Limit,Negative,CRISIL BBB
Kirloskar Ebara Pumps Limited,Machinery,Buyers Credit,Negative,CRISIL A-
Kirloskar Oil Engines Limited,Machinery,Cash Credit Limit,Stable,CRISIL AA
Kirloskar Pneumatic Company Limited,Machinery,Cash Credit Limit,Stable,CRISIL AA-
Kirpa Foods,Food Products,Warehouse Financing,Stable,CRISIL B-
Kirpa Rice Mills,Food Products,Cash Credit Limit,Stable,CRISIL B+
Kirpekar Engineering Private Limited,Machinery,Term Loan Facilities,Stable,CRISIL BB
Kirti Infrastructures Limited,Construction & Engineering,Cash Credit Limit,Stable,CRISIL B
Kirti Stampings Private Limited,Electrical Equipment,Proposed Long-Term Bank Facility,Stable,CRISIL BB-
Kirtilal Kalidas Jewellers Private Limited,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL BBB
Kirtiman Cements and Packaging Industries Limited,Containers & Packaging,Term Loan Facilities,Stable,CRISIL BB
Kirubha Exports,Food Products,Cash Credit Limit,Stable,CRISIL B+
Kisan Ginning AND Pressing,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B+
Kisanveer Satara Sahakari Sakhar Karkhana Limited,Food Products,Cash Credit - Stock,Stable,CRISIL BB-
Kisco Castings India Limited,Metals & Mining,Cash Credit Limit,Stable,CRISIL BB
Kishor Sortex and Rice Mill Private Limited,Food Products,Cash Credit Limit,Stable,CRISIL BB-
Kishore G Lund,Real Estate Development,Cash Credit Limit,Stable,CRISIL B+
Kishori Industries,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B
Kissan Agro Industries,Industrial Conglomerates,Cash Credit Limit,Stable,CRISIL B
Kissan Hatcheries,Food Products,Long Term Bank Loan,Stable,CRISIL BB-
Kissan Industries,Food Products,Cash Credit Limit,Stable,CRISIL B
Kissan Riceland Private Limited,Food Products,Term Loan Facilities,Stable,CRISIL BB-
Kissan Solvex Private Limited,Food Products,Cash Credit Limit,Stable,CRISIL B
Kitchen Foods,Food Products,Rupee Term Loans,Stable,CRISIL B+
Kitex Limited,Engineering & Capital Goods,Long Term Bank Loan,Stable,CRISIL BBB-
Kitturu Chennamma Poultry Farm,Food Products,Open Cash Credit,Stable,CRISIL BB-
Kiwi Alloys Limited,Metals & Mining,Proposed Long-Term Bank Facility,Stable,CRISIL B
Klaus Multiparking Systems Private Limited,Construction & Engineering,Cash Credit Limit,Stable,CRISIL BBB
Kniss Laboratories Private Limited,Pharmaceuticals,Cash Credit Limit,Stable,CRISIL B+
Knit India,Engineering & Capital Goods,Proposed Fund-Based Bank Limits,Stable,CRISIL B+
Kochar Rice Exim Private Limited,Food Products,Proposed Long-Term Bank Facility,Stable,CRISIL B+
Kochar Sung Up Acrylic Limited,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL BBB
Kochhar Glass India Private Limited,Building Products,Cash Credit Limit,Stable,CRISIL B+
Kodai Cars Private Limited,Specialty Retail,Cash Credit Limit,Stable,CRISIL B+
Kodarma Chemical Private Limited,Chemicals,Term Loan Facilities,Stable,CRISIL B-
Kodel Uniquoters Private Limited,Engineering & Capital Goods,Proposed Long-Term Bank Facility,Stable,CRISIL B+
Kodibail Import Export Private Limited,Trading Companies & Distributors,Cash Credit Limit,Stable,CRISIL B
Koelle Designs Private Limited,Engineering & Capital Goods,Term Loan Facilities,Stable,CRISIL BB-
Koenig Solutions Limited,Diversified Consumer Services,Over Draft,Stable,CRISIL BB+
Kog-Ktv Food Products India Private Limited,Food Products,Cash Credit Limit,Negative,CRISIL BBB-
Kogta Financial India Limited,Non Banking Financial Company,Subordinated Non-Convertible Debentures,Stable,CRISIL BBB-
Kohinoor Agro Foods,Food Products,Term Loan Facilities,Stable,CRISIL B+
Kohinoor Grain Processing Private Limited,Food Products,Proposed Long-Term Bank Facility,Stable,CRISIL B
Kohinoor Printers Private Limited,Containers & Packaging,Long Term Bank Loan,Stable,CRISIL BB+
Kohinoor Ropes Private Limited,Household Durables,Cash Credit Limit,Stable,CRISIL BBB-
Kohli AND Sons,Specialty Retail,Cash Credit Limit,Stable,CRISIL BB
Kokal Interior Contracts Private Limited,Diversified Consumer Services,Cash Credit Limit,Stable,CRISIL BBB
Kokuyo Camlin Limited,Commercial Services & Supplies,Cash Credit Limit,Stable,CRISIL A
Kolhapur Cancer Centre Private Limited,Health Care Providers & Services,Proposed Long-Term Bank Facility,Stable,CRISIL BB
Kolhapur Municipal Corporation,Multi-Utilities,Corporate Credit Rating,Stable,CCR BBB+
Kolkata Marine Products Private Limited,Food Products,Export Packing Credit,Stable,CRISIL B
Kolkata Municipal Corporation,Multi-Utilities,Bond,Stable,CRISIL A+
Kolte-Patil Developers Limited,Real Estate Development,Loan Against Property(LT),Stable,CRISIL A+
Kolte-Patil I-Ven Townships (Pune) Limited,Real Estate Development,Term Loan Facilities,Stable,CRISIL A
Komal Properties,Real Estate Development,Secured Overdraft Facility,Stable,CRISIL BB-
Komal Texfab Private Limited,Engineering & Capital Goods,Term Loan Facilities,Stable,CRISIL BB+
Komos Automotive India Private Limited,Auto Components,Proposed Long-Term Bank Facility,Stable,CRISIL BB
Komplete Supply Chain Solutions Private Limited,Road & Rail,Proposed Long-Term Bank Facility,Stable,CRISIL B+
Konark Gujarat PV Private Limited,Independent Power Producers & Energy Traders,Term Loan Facilities,Stable,CRISIL A-
Konark Infrastructure Limited,Transportation Infrastructure,Cash Credit Limit,Stable,CRISIL B-
Konark Polytubes Private Limited,Machinery,Proposed Long-Term Bank Facility,Stable,CRISIL B+
Konark Structural Engineers Private Limited,Construction & Engineering,Cash Credit Limit,Stable,CRISIL BB-
Konduskar Travels Private Limited,Hotels Restaurants & Leisure,Drop Line Overdraft Facility,Stable,CRISIL B-
Koneru Lakshmaiah Education Foundation,Diversified Consumer Services,Proposed Long-Term Bank Facility,Stable,CRISIL A+
Kongovi Electronics Private Limited,Auto Components,Proposed Long-Term Bank Facility,Stable,CRISIL BBB
Konkan Railway Corporation Limited,Road & Rail,Structured Debt Obligation,Stable,CRISIL AAA(SO)
Konstelec Engineers Private Limited,Construction & Engineering,Proposed Long-Term Bank Facility,Stable,CRISIL BBB-
Konvertor Packaging Solutions Private Limited,Containers & Packaging,Cash Credit Limit,Stable,CRISIL BB-
Koppal Solar Power Projects Private Limited,Independent Power Producers & Energy Traders,Term Loan Facilities,Stable,CRISIL B+
Kopran Laboratories Limited,Distributors,Cash Credit Limit,Stable,CRISIL BB
Kopran Limited,Pharmaceuticals,Cash Credit Limit,Stable,CRISIL BBB-
Kopran Research Laboratories Limited,Pharmaceuticals,Cash Credit Limit,Stable,CRISIL BBB-
Kores India Limited,Industrial Conglomerates,Cash Credit & Working Capital demand loan,Negative,CRISIL BBB
Koshambh Multitred Private Limited,Distributors,Term Loan Facilities,Stable,CRISIL BBB
Kosher Pharmaceutical Private Limited,Pharmaceuticals,Proposed Cash Credit Limit,Stable,CRISIL B
Koso India Private Limited,Machinery,Cash Credit Limit,Stable,CRISIL A-
Kotak Investment Advisors Limited,Financial Institutions,Proposed Long-Term Bank Facility,Stable,CRISIL AAA
Kotak Mahindra Bank Limited,Banks,Lower Tier-II Bonds (under Basel II)(LT),Stable,CRISIL AAA
Kotak Mahindra Investments Limited,Non Banking Financial Company,Working Capital Demand Loan,Stable,CRISIL AAA
Kotak Mahindra Prime Limited,Non Banking Financial Company,Cash Credit & Working Capital demand loan,Stable,CRISIL AAA
Kotec Automotive Services India Private Limited,Construction & Engineering,Cash Credit Limit,Stable,CRISIL BB+
Kothari Fermentation And Biochem Limited,Household Products,Cash Credit Limit,Positive,CRISIL BB+
Kothari Steel Syndicate,Distributors,Cash Credit Limit,Stable,CRISIL BB
Kotsons Private Limited,Electronic Equipment Instruments & Components,Proposed Long-Term Bank Facility,Stable,CRISIL B
Kottackal Agro Foods,Food Products,Cash Credit Limit,Stable,CRISIL BB-
Kottex Industries Private Limited,Engineering & Capital Goods,Term Loan Facilities,Stable,CRISIL BBB
Kovai Maruthi Papers and Boards Private Limited,Paper & Forest Products,Cash Credit Limit,Stable,CRISIL BB
Kovai Medical Center Research and Educational Trust,Diversified Consumer Services,Long Term Bank Loan,Stable,CRISIL BBB+
Koya and Company Construction Limited,Construction & Engineering,Proposed Long-Term Bank Facility,Stable,CRISIL BB+
Koyo Granito LLP,Building Products,Long Term Bank Loan,Stable,CRISIL B
Kramski Stamping and Molding India Private Limited,Auto Components,External Commercial Borrowing,Stable,CRISIL B-
Krans Projects Private Limited,Construction & Engineering,Proposed Long-Term Bank Facility,Stable,CRISIL BB-
Kremoint Pharma Private Limited,Pharmaceuticals,Cash Credit Limit,Stable,CRISIL BBB-
Kribhco Fertilizers Limited,Chemicals,Cash Credit Limit,Stable,CRISIL AA-
Kridhan Infra Limited,Metals & Mining,Term Loan Facilities,Stable,CRISIL B-
Kridhan Infra Solutions Private Limited,Distributors,Cash Credit Limit,Stable,CRISIL B-
Kripa Anand Rishi Cellular Private Limited,Distributors,Proposed Long-Term Bank Facility,Stable,CRISIL B
Kripton Granito Private Limited,Building Products,Cash Credit Limit,Stable,CRISIL B+
Krisam Automation,Machinery,Proposed Long-Term Bank Facility,Stable,CRISIL B+
Krish Cereals Private Limited,Food Products,Cash Credit Limit,Stable,CRISIL BB
Krishak Vikas Samiti,Co-operative Society,Proposed Long-Term Bank Facility,Stable,CRISIL B
Krishan Kumar AND Co. - Kaithal,Food Products,Cash Credit Limit,Stable,CRISIL BB-
Krishi Nutrition Company Private Limited,Food Products,Cash Credit Limit,Stable,CRISIL BB+
Krishi Rasayan Exports Private Limited,Chemicals,Cash Credit Limit,Stable,CRISIL A-
Krishika Farms Private Limited,Food Products,Cash Credit Limit,Stable,CRISIL B
Krishna Auto Sales,Specialty Retail,Cash Credit Limit,Stable,#
Krishna Bhagya Jala Nigam Limited,Construction & Engineering,Bonds,Stable,CRISIL AA-(SO)
Krishna Bhog Rice Industries Private Limited,Food Products,Cash Credit Limit,Stable,CRISIL BB-
Krishna Coil Cutters Private Limited,Metals & Mining,Cash Credit Limit,Stable,CRISIL B
Krishna Construction,Construction & Engineering,Proposed Bank Guarantee ? Long-Term,Stable,CRISIL BBB
Krishna Constructions,Construction & Engineering,Cash Credit Limit,Stable,CRISIL BB
Krishna Constructions (Chennai),Real Estate Development,Proposed Long-Term Bank Facility,Stable,CRISIL B+
Krishna Constructions Co.,Construction & Engineering,Proposed Long-Term Bank Facility,Stable,CRISIL BB
Krishna Contractors,Construction & Engineering,Proposed Long-Term Bank Facility,Stable,CRISIL BB
Krishna Corporation,Construction & Engineering,Cash Credit Limit,Stable,CRISIL BBB-
Krishna Cottex,Engineering & Capital Goods,Term Loan Facilities,Stable,CRISIL B
Krishna Cotton - Jamnagar,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B+
Krishna Cotton Company,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL BB-
Krishna Enterprises - Amravati,Distributors,Proposed Term Loan,Stable,CRISIL B+
Krishna Enterprises - Hyderabad,Distributors,Cash Credit-Book Debt,Stable,CRISIL B
Krishna Enterprises - Mathura,Household Durables,Cash Credit Limit,Stable,CRISIL B
Krishna Ginning And Pressing Factory,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL BB-
Krishna Global Industries,Food Products,Proposed Long-Term Bank Facility,Stable,CRISIL BB-
Krishna Lamicoat Private Limited,Paper & Forest Products,Cash Credit Limit,Stable,CRISIL BB-
Krishna Metacraft Private Limited,Machinery,Bill Discounting,Stable,CRISIL BB-
Krishna Natural Fibre Private Limited,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B+
Krishna Paper Projects Private Limited,Trading Companies & Distributors,Cash Credit Limit,Stable,CRISIL B+
Krishna Prabhas Agro Oils Private Limited,Food Products,Cash Credit Limit,Stable,CRISIL BB
Krishna Pulses AND Cereals,Food Products,Proposed Long-Term Bank Facility,Stable,CRISIL B-
Krishna Rice Mills Private Limited,Food Products,Warehouse Receipts,Stable,CRISIL BB-
Krishna Sai Exports,Building Products,Cash Credit Limit,Stable,CRISIL BBB
Krishna Sai Granites,Building Products,Export Packing Credit,Stable,CRISIL BBB-
Krishna Sheet Processors Private Limited,Metals & Mining,Cash Credit Limit,Stable,CRISIL BBB-
Krishna Speciality Chemicals PRIVATE LIMITED,Chemicals,Cash Credit Limit,Stable,CRISIL BBB+
Krishna Steel Industries,Machinery,Bill Discounting,Stable,CRISIL B+
Krishna Stone-Tech Private Limited,Construction Materials,Cash Credit Limit,Stable,CRISIL B+
Krishna Technochem Private Limited,Chemicals,Letter of Credit (LC),Stable,CRISIL B
Krishna Towers,Construction & Engineering,Term Loan Facilities,Stable,CRISIL B
Krishna Traders,Distributors,Cash Credit Limit,Stable,CRISIL BB+
Krishna Vasudeva Foods And Derivatives Private Limited,Food Products,Cash Credit Limit,Stable,CRISIL B
Krishna and Company - Korba,Specialty Retail,Cash Credit Limit,Stable,CRISIL BB-
Krishnaping Alloys Limited,Trading Companies & Distributors,Cash Credit Limit,Stable,CRISIL BB-
Krishnaping Minerals Private Limited,Trading Companies & Distributors,Cash Credit Limit,Stable,CRISIL BB-
Krishnapoultry Farm India Private Limited,Food Products,Cash Credit Limit,Stable,CRISIL BB-
Krishnasai Granites (India) Private Limited,Building Products,Cash Credit Limit,Stable,CRISIL BBB
Krishnaveni Film Exhibitors Private Limited,Media,Long Term Bank Loan,Stable,CRISIL BB-
Kritan Urbane Living,Real Estate Development,Term Loan Facilities,Stable,CRISIL BB
Kriti Printers And Publishers Private Limited,Commercial Services & Supplies,Term Loan Facilities,Stable,CRISIL B+
Kriticons Limited,Diversified Consumer Services,Proposed Long-Term Bank Facility,Stable,CRISIL BBB-
Krivi Metalex Pvt Ltd,Distributors,Letter of Credit (LC),Stable,CRISIL BB-
Krohne Marshall Private Limited,Machinery,Term Loan Facilities,Stable,CRISIL A-
Krs Pharmaceuticals Private Limited,Pharmaceuticals,Cash Credit Limit,Stable,CRISIL B-
Krupa Chaton Manufacturing Company Private Limited,Engineering & Capital Goods,Term Loan Facilities,Stable,CRISIL BB
Krupali Fashions Private Limited,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL BB
Krypton Industries Limited,Auto Components,Term Loan Facilities,Stable,CRISIL BB-
Krystal Integrated Services Private Limited,Commercial Services & Supplies,Cash Credit Limit,Stable,CRISIL BBB+
Kshatriya Laboratories Private Limited,Pharmaceuticals,Cash Credit Limit,Stable,CRISIL B
Ksheeraabd Constructions Private Limited,Construction & Engineering,Cash Credit Limit,Stable,CRISIL BB
Ktech Engineers Builders Company Private Limited,Construction & Engineering,Cash Credit Limit,Stable,CRISIL B
Kuber Texlen Private Limited,Engineering & Capital Goods,Long Term Bank Loan,Stable,CRISIL BB+
Kudgi Transmission Limited,Electric Utilities,Non Convertible Debenture(SO),Stable,CRISIL AAA(SO)
Kudos Finance and Investments Private Limited,Non Banking Financial Company,Proposed Long-Term Bank Facility,Stable,CRISIL B+
Kudu Knit Process Private Limited,Engineering & Capital Goods,Proposed Term Loan,Stable,CRISIL BB+
Kukadi Sahakari Sakhar Karkhana Limited,Food Products,Proposed Long-Term Bank Facility,Stable,CRISIL B
Kuksons Electronics Private Limited,Electrical Equipment,Cash Credit Limit,Stable,CRISIL BB-
Kuldip Sons Jewellers Private Limited,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL BB
Kumar AND Brothers - Buldhana,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B+
Kumar Agro Com,Distributors,Long Term Bank Loan,Stable,CRISIL BB-
Kumar Autowheels Private Limited,Specialty Retail,Cash Credit Limit,Stable,CRISIL BB-
Kumar Company,Real Estate Development,Long Term Bank Loan,Stable,CRISIL BB
Kumar Dhall Mills,Food Products,Cash Credit Limit,Stable,CRISIL BBB
Kumar Distributors Private Limited,Distributors,Electronic Dealer Financing Scheme,Stable,CRISIL BB
Kumar Drinks,Distributors,Proposed Long-Term Bank Facility,Stable,CRISIL B
Kumar Elastomech Private Limited,Auto Components,Long Term Bank Loan,Stable,CRISIL BBB
Kumar Enterprises,Construction & Engineering,Secured Overdraft Facility,Stable,CRISIL BB
Kumar Industries,Food Products,Long Term Bank Loan,Stable,CRISIL BB-
Kumar Infratrade Enterprises Private Limited,Hotels Restaurants & Leisure,Term Loan Facilities,Stable,CRISIL B
Kumar Metal Industries Private Limited,Machinery,Cash Credit Limit,Stable,CRISIL BBB
Kumar Organic Products Limited,Chemicals,Cash Credit Limit,Positive,CRISIL A-
Kumar Printers Private Limited,Containers & Packaging,Term Loan Facilities,Stable,CRISIL BBB-
Kumar Rice Industries,Food Products,Cash Credit Limit,Stable,CRISIL B+
Kumar Rice Mill Private Limited,Food Products,Proposed Working Capital Facility,Stable,CRISIL BB-
Kumar Spintex Private Limited,Engineering & Capital Goods,Proposed Term Loan,Stable,CRISIL BB-
Kumar Steel India,Marine,Proposed Long-Term Bank Facility,Stable,CRISIL BB
Kumar Tools and Stampings,Auto Components,Proposed Long-Term Bank Facility,Stable,CRISIL BB-
Kumaragiri Spinnerss Private Limited,Engineering & Capital Goods,Long Term Bank Loan,Stable,CRISIL B
Kumaran Filaments Private Limited,Chemicals,Long Term Bank Loan,Stable,CRISIL BB
Kumaran Gin and Pressing Private Limited,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B
Kumarpur Agro Poultries Limited,Food Products,Cash Credit Limit,Stable,CRISIL B+
Kumud Rice and Dal Mill,Food Products,Cash Credit Limit,Stable,CRISIL B+
Kun Aero Space Private Limited,Aerospace & Defense,Cash Credit Limit,Stable,CRISIL BB-
Kun United Car Trax Private Limited,Specialty Retail,Inventory Funding,Stable,CRISIL BB
Kun United Motors Private Limited,Specialty Retail,Inventory Funding,Stable,CRISIL BB-
Kunal Cotton Industries,Engineering & Capital Goods,Proposed Long-Term Bank Facility,Stable,CRISIL B-
Kunal Enterprises (Hyderabad),Distributors,Working Capital Term Loan,Stable,CRISIL BB-
Kunal Remedies Private Limited,Health Care Equipment & Supplies,Term Loan Facilities,Stable,CRISIL BB-
Kunal Steel,Distributors,Cash Credit Limit,Stable,CRISIL B
Kundan Cars Private Limited,Specialty Retail,Loan Against Property(LT),Stable,CRISIL BB
Kundan Castings Private Limited,Metals & Mining,Cash Credit Limit,Stable,CRISIL BB
Kundan Jewellers Private Limited,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B
Kundlas Loh Udyog,Metals & Mining,Cash Credit Limit,Stable,CRISIL B+
Kunj Bihari Gold Leaf Industries Private Limited,Food Products,Cash Credit Limit,Stable,CRISIL BB
Kunj Roller Flour Mills Private Limited,Food Products,Cash Credit Limit,Stable,CRISIL B+
Kunjal Synergies Private Limited,Distributors,Proposed Fund-Based Bank Limits,Stable,CRISIL BBB-
Kunnathan Chip Boards Private Limited,Construction Materials,Cash Credit Limit,Stable,CRISIL BB-
Kunnathan Wood Products,Construction Materials,Cash Credit Limit,Stable,CRISIL B+
Kunstwerk Machinery India Private Limited,Machinery,Export Packing Credit,Stable,CRISIL B
Kuntal Granites Private Limited,Building Products,Term Loan Facilities,Stable,CRISIL B+
Kurnool Municipal Corporation,Multi-Utilities,Corporate Credit Rating,Stable,CCR BBB
Kurseong Computer Sales Private Limited,Distributors,Cash Credit Limit,Stable,CRISIL BB-
Kusalava Finance Limited,Non Banking Financial Company,Cash Credit Limit,Stable,CRISIL BB-
Kusalava Motors Private Limited,Specialty Retail,Cash Credit Limit,Stable,CRISIL BB+
Kush Proteins Private Limited,Food Products,Cash Credit Limit,Stable,CRISIL BB+
Kush Synthetics Private Limited,Engineering & Capital Goods,Long Term Bank Loan,Stable,CRISIL BBB
Kushal Foods Private Limited,Household Products,Proposed Long-Term Bank Facility,Stable,CRISIL BBB-
Kushalava Spinners AND Ginners Private limited,Engineering & Capital Goods,Proposed Fund-Based Bank Limits,Stable,CRISIL B-
Kusmasuli Multipurpose Cold Storage Private Limited,Commercial Services & Supplies,Working Capital Facility,Stable,CRISIL B
Kusters Calico Machinery Private Limited,Machinery,Cash Credit Limit,Stable,CRISIL BB+
Kusumgar Corporates Private Limited,Engineering & Capital Goods,Term Loan Facilities,Stable,CRISIL BBB
Kutti Spinners Private Limited,Engineering & Capital Goods,Proposed Long-Term Bank Facility,Stable,CRISIL BB-
Kwalitee Fabs,Household Durables,Proposed Working Capital Facility,Stable,CRISIL B+
Kwality Pharmaceuticals Private Limited,Pharmaceuticals,Cash Credit Limit,Stable,CRISIL BB+
kongunadu Educational Charitable Trust,Diversified Consumer Services,Rupee Term Loans,Stable,CRISIL BB+
L G Electronics India Private Limited,Household Durables,Proposed Long-Term Bank Facility,Positive,CRISIL AA+
L M J Services Limited,Specialty Retail,Cash Credit Limit,Stable,CRISIL BB
L N Constructions,Construction & Engineering,Cash Credit Limit,Stable,CRISIL B-
L N Malviya Infra Projects Private Limited,Professional Services,Proposed Cash Credit Limit,Positive,CRISIL BB+
L N Metallics Limited,Metals & Mining,Proposed Long-Term Bank Facility,Stable,CRISIL BB
L R Automobiles,Specialty Retail,Electronic Dealer Financing Scheme,Stable,CRISIL B+
L and D Foods,Food Products,Warehouse Receipts,Stable,CRISIL BB-
L&T Hydrocarbon Engineering LIMITED,Construction & Engineering,Proposed Working Capital Facility,Stable,CRISIL AAA
L&T Infra Debt Fund Limited,Non Banking Financial Company,Preference Share,Stable,CRISIL AAA
L&T Shipbuilding Limited,Machinery,Non-Fund based limits,Stable,CRISIL AA-
L&T Special Steels and Heavy Forging Private Limited,Machinery,Cash Credit Limit,Negative,CRISIL A
L&T Technology Services Limited,Software,Fund based limits,Stable,CRISIL AA+
L&T Valves Limited,Machinery,Fund based limits,Stable,CRISIL AA+
L&T-MHPS Turbine Generators Private Limited,Electrical Equipment,Proposed Long-Term Bank Facility,Stable,CRISIL A
L&T-Mhps Boilers Private Limited,Machinery,Buyers Credit,Stable,CRISIL AA
L. P. Greens,Hotels Restaurants & Leisure,Proposed Term Loan,Stable,CRISIL B+
L. V. Dairys - Patas,Food Products,Term Loan Facilities,Negative,CRISIL BB
L.G. Agro Industries,Food Products,Cash Credit Limit,Stable,CRISIL BB-
L.G. Industries,Machinery,Cash Credit Limit,Stable,CRISIL BB-
L.M.S. Gani Mohamed and Co,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B+
L.R. Sharma and Company,Construction & Engineering,Over Draft,Stable,CRISIL B
LB Cotton Industries LLP,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B-
LCL Logistix India Private Limited,Air Freight & Logistics,Cash Credit Limit,Stable,CRISIL BBB-
LEDVANCE Private Limited,Household Durables,Cash Credit Limit,Stable,CRISIL A
LEcole Chempaka Society For Educare,Diversified Consumer Services,Cash Credit Limit,Stable,CRISIL BB-
LGF Vitrified Private Limited,Building Products,Cash Credit Limit,Stable,CRISIL B+
LIC Housing Finance Limited,Housing Finance Company,Tier II Bond,Stable,CRISIL AAA
LPF Systems Private Limited,Specialty Retail,Channel Financing (LT),Stable,CRISIL BB+
LPS Bossard Private Limited,Distributors,Bill Discounting,Stable,CRISIL BBB+
LSC Infratech Limited,Construction Materials,Cash Credit Limit,Stable,CRISIL BBB+
LSR Foods Limited,Food Products,Cash Credit Limit,Stable,CRISIL B
LSR Forge Private Limited,Metals & Mining,Cash Credit Limit,Stable,CRISIL BB+
LT Foods Limited,Food Products,Working Capital Facility,Positive,CRISIL BBB+
LTG Infrastructure Private Limited,Real Estate Development,Proposed Long-Term Bank Facility,Stable,CRISIL B
La Renon Healthcare Private Limited,Pharmaceuticals,Cash Credit Limit,Stable,CRISIL BBB+
La-Gajjar Machineries Private Limited,Machinery,Cash Credit & Working Capital demand loan,Stable,CRISIL A
La-Tim Sourcing (India) Private Limited,Distributors,Proposed Long-Term Bank Facility,Stable,CRISIL BB-
Lacma Panel Industries LLP,Construction Materials,Term Loan Facilities,Stable,CRISIL B
Lacton Tiles Private Limited,Building Products,Proposed Long-Term Bank Facility,Stable,CRISIL B-
Lactose India Limited,Pharmaceuticals,Term Loan Facilities,Negative,CRISIL BB-
Ladhuram Toshniwal and Sons,Distributors,Cash Credit Limit,Stable,CRISIL BB
Lado Ceramic Pvt. Ltd.,Building Products,Term Loan Facilities,Stable,CRISIL B
Laffans Granito Private Limited,Building Products,Cash Credit Limit,Stable,CRISIL BB-
Lahariya Oil Industries Private Limited,Food Products,Term Loan Facilities,Stable,CRISIL B+
Laheri Cotton Industries,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B+
Lahliwala Steels Private Limited,Metals & Mining,Proposed Long-Term Bank Facility,Stable,CRISIL B+
Lahore Hospital Society,Health Care Providers & Services,Proposed Long-Term Bank Facility,Stable,CRISIL BB+
Lahoti Motors Private Limited,Specialty Retail,Cash Credit Limit,Stable,CRISIL B+
Laila Nutraceuticals,Pharmaceuticals,Proposed Long-Term Bank Facility,Stable,CRISIL BB
Laila Sugars Private Limited,Food Products,Long Term Bank Loan,Stable,CRISIL B
Lakho Agricultural and Food Products Private Limited,Food Products,Cash Credit Limit,Stable,CRISIL B+
Lakhy Constructions,Construction & Engineering,Proposed Long-Term Bank Facility,Stable,CRISIL B+
Lakme Vitrified LLP,Building Products,Term Loan Facilities,Stable,CRISIL B+
Lakshman Veer Steel Private Limited,Metals & Mining,Cash Credit Limit,Stable,CRISIL B+
Lakshman and Co.,Food Products,Pledge Loan,Stable,CRISIL B+
Lakshmi Card Clothing Manufacturing Company Private Limited,Machinery,Proposed Long-Term Bank Facility,Stable,CRISIL A-
Lakshmi Ceramics,Trading Companies & Distributors,Long Term Bank Loan,Stable,CRISIL BBB-
Lakshmi Cotfab Private Limited,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B
Lakshmi Cotton Traders,Distributors,Cash Credit Limit,Stable,CRISIL B
Lakshmi Durga Drugs and Intermediates Private Limited,Pharmaceuticals,Long Term Bank Loan,Stable,CRISIL B+
Lakshmi Electrical Control Systems Limited,Electrical Equipment,Proposed Long-Term Bank Facility,Stable,CRISIL A-
Lakshmi Electrical Drives Limited,Machinery,Over Draft,Stable,CRISIL BBB+
Lakshmi Engineering and Drilling,Energy Equipment & Services,Cash Credit Limit,Stable,CRISIL BB-
Lakshmi Enterprises - Prakasam,Tobacco,Long Term Bank Loan,Stable,CRISIL BB-
Lakshmi Float Glass Limited,Distributors,Working Capital Demand Loan,Stable,CRISIL BB
Lakshmi Gold Khazaanaa Private Limited,Engineering & Capital Goods,Proposed Long-Term Bank Facility,Stable,CRISIL BB+
Lakshmi Infrastructure and Developers India Private Limited,Construction & Engineering,Proposed Cash Credit Limit,Stable,CRISIL B+
Lakshmi Narasimha Traders - Nellore,Food Products,Cash Credit Limit,Stable,CRISIL B+
Lakshmi Precision Tools Limited,Machinery,Cash Credit Limit,Stable,CRISIL BBB
Lakshmi Ring Travellers (Coimbatore) Limited,Machinery,Proposed Long-Term Bank Facility,Stable,CRISIL A-
Lakshmi Saai Agri Cold Storage Private Limited,Commercial Services & Supplies,Long Term Bank Loan,Stable,CRISIL B+
Lakshmi Steel Rolling Mills - Mandi Gobindgarh,Metals & Mining,Cash Credit Limit,Stable,CRISIL BB
Lakshmi Steel Rolling Mills - Unit II,Marine,Cash Credit Limit,Stable,CRISIL BB-
Lakshmi Technology and Engineering Industries Limited,Machinery,Long Term Bank Loan,Stable,CRISIL BBB-
